Fila	Nodo	Estación	Hora	Ruta
1129	1493	Palo-Alto-Transit-Center-(Caltrain-Platform) 	9:25 AM	Y
1130	1494	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:54 AM	Y
1131	1496	Alumni-Center-(Galvez-St)	8:59 AM	Y
1132	1497	Schwab-Residential-Center-(Serra-St)	9:01 AM	Y
1133	1498	Wilbur-Field-Garage-(Campus-Dr)	9:04 AM	Y
1134	1499	Tresidder-Union-(Lagunita-Dr)	9:12 AM	Y
1135	1504	Palo-Alto-Transit-Center-(Caltrain-Platform) 	9:14 AM	Y
1136	1505	Galvez-St-@-El-Camino-Real 	9:17 AM	Y
1137	1506	Alumni-Center-(Galvez-St)	9:19 AM	Y
1138	1507	Schwab-Residential-Center-(Serra-St)	9:21 AM	Y
1139	1508	Wilbur-Field-Garage-(Campus-Dr)	9:24 AM	Y
1140	1509	Tresidder-Union-(Lagunita-Dr)	9:32 AM	Y
1141	1511	Y2E2-(Via-Ortega) 	9:36 AM	Y
1142	1512	Medical-Center-(Roth-Way)	9:38 AM	Y
1143	1513	Palo-Alto-Transit-Center-(Caltrain-Platform) 	9:49 AM	Y
1144	1514	Palo-Alto-Transit-Center-(Caltrain-Platform) 	9:18 AM	Y
1145	1516	Alumni-Center-(Galvez-St)	9:23 AM	Y
1146	1517	Schwab-Residential-Center-(Serra-St)	9:25 AM	Y
1147	1518	Wilbur-Field-Garage-(Campus-Dr)	9:28 AM	Y
1148	1519	Tresidder-Union-(Lagunita-Dr)	9:36 AM	Y
1149	1524	Palo-Alto-Transit-Center-(Caltrain-Platform) 	9:22 AM	Y
1150	1526	Alumni-Center-(Galvez-St)	9:27 AM	Y
1151	1527	Schwab-Residential-Center-(Serra-St)	9:29 AM	Y
1152	1528	Wilbur-Field-Garage-(Campus-Dr)	9:32 AM	Y
1153	1529	Tresidder-Union-(Lagunita-Dr)	9:40 AM	Y
1154	1534	Palo-Alto-Transit-Center-(Caltrain-Platform) 	9:37 AM	Y
1155	1535	Galvez-St-@-El-Camino-Real 	9:40 AM	Y
1156	1536	Alumni-Center-(Galvez-St)	9:42 AM	Y
1157	1537	Schwab-Residential-Center-(Serra-St)	9:44 AM	Y
1158	1538	Wilbur-Field-Garage-(Campus-Dr)	9:47 AM	Y
1159	1539	Tresidder-Union-(Lagunita-Dr)	9:55 AM	Y
1160	1541	Y2E2-(Via-Ortega) 	9:59 AM	Y
1161	1542	Medical-Center-(Roth-Way)	10:01 AM	Y
1162	1543	Palo-Alto-Transit-Center-(Caltrain-Platform) 	10:12 AM	Y
1163	1544	Palo-Alto-Transit-Center-(Caltrain-Platform) 	9:54 AM	Y
1164	1545	Galvez-St-@-El-Camino-Real 	9:57 AM	Y
1165	1546	Alumni-Center-(Galvez-St)	9:59 AM	Y
1166	1547	Schwab-Residential-Center-(Serra-St)	10:01 AM	Y
1167	1548	Wilbur-Field-Garage-(Campus-Dr)	10:04 AM	Y
1168	1549	Tresidder-Union-(Lagunita-Dr)	10:12 AM	Y
1169	1551	Y2E2-(Via-Ortega) 	10:16 AM	Y
1170	1552	Medical-Center-(Roth-Way)	10:18 AM	Y
1171	1553	Palo-Alto-Transit-Center-(Caltrain-Platform) 	10:29 AM	Y
1172	1554	Palo-Alto-Transit-Center-(Caltrain-Platform) 	10:15 AM	Y
1173	1555	Galvez-St-@-El-Camino-Real 	10:18 AM	Y
1174	1556	Alumni-Center-(Galvez-St)	10:20 AM	Y
1175	1557	Schwab-Residential-Center-(Serra-St)	10:22 AM	Y
1176	1558	Wilbur-Field-Garage-(Campus-Dr)	10:25 AM	Y
1177	1559	Tresidder-Union-(Lagunita-Dr)	10:33 AM	Y
1178	1561	Y2E2-(Via-Ortega) 	10:37 AM	Y
1179	1562	Medical-Center-(Roth-Way)	10:39 AM	Y
1180	1563	Palo-Alto-Transit-Center-(Caltrain-Platform) 	10:50 AM	Y
1181	1564	Palo-Alto-Transit-Center-(Caltrain-Platform) 	10:35 AM	Y
1182	1565	Galvez-St-@-El-Camino-Real 	10:38 AM	Y
1183	1566	Alumni-Center-(Galvez-St)	10:40 AM	Y
1184	1567	Schwab-Residential-Center-(Serra-St)	10:42 AM	Y
1185	1568	Wilbur-Field-Garage-(Campus-Dr)	10:45 AM	Y
1186	1569	Tresidder-Union-(Lagunita-Dr)	10:53 AM	Y
1187	1571	Y2E2-(Via-Ortega) 	10:57 AM	Y
1188	1572	Medical-Center-(Roth-Way)	10:59 AM	Y
1189	1573	Palo-Alto-Transit-Center-(Caltrain-Platform) 	11:10 AM	Y
1190	1574	Palo-Alto-Transit-Center-(Caltrain-Platform) 	10:55 AM	Y
1191	1575	Galvez-St-@-El-Camino-Real 	10:58 AM	Y
1192	1576	Alumni-Center-(Galvez-St)	11:00 AM	Y
1193	1577	Schwab-Residential-Center-(Serra-St)	11:02 AM	Y
1194	1578	Wilbur-Field-Garage-(Campus-Dr)	11:05 AM	Y
1195	1579	Tresidder-Union-(Lagunita-Dr)	11:13 AM	Y
1196	1581	Y2E2-(Via-Ortega) 	11:17 AM	Y
1197	1582	Medical-Center-(Roth-Way)	11:19 AM	Y
1198	1583	Palo-Alto-Transit-Center-(Caltrain-Platform) 	11:30 AM	Y
1199	1584	Palo-Alto-Transit-Center-(Caltrain-Platform) 	11:15 AM	Y
1200	1585	Galvez-St-@-El-Camino-Real 	11:18 AM	Y
1201	1586	Alumni-Center-(Galvez-St)	11:20 AM	Y
1202	1587	Schwab-Residential-Center-(Serra-St)	11:22 AM	Y
1203	1588	Wilbur-Field-Garage-(Campus-Dr)	11:25 AM	Y
1204	1589	Tresidder-Union-(Lagunita-Dr)	11:33 AM	Y
1205	1591	Y2E2-(Via-Ortega) 	11:37 AM	Y
1206	1592	Medical-Center-(Roth-Way)	11:39 AM	Y
1207	1593	Palo-Alto-Transit-Center-(Caltrain-Platform) 	11:50 AM	Y
1208	1594	Palo-Alto-Transit-Center-(Caltrain-Platform) 	11:35 AM	Y
1209	1595	Galvez-St-@-El-Camino-Real 	11:38 AM	Y
1210	1596	Alumni-Center-(Galvez-St)	11:40 AM	Y
1211	1597	Schwab-Residential-Center-(Serra-St)	11:42 AM	Y
1212	1598	Wilbur-Field-Garage-(Campus-Dr)	11:45 AM	Y
1213	1599	Tresidder-Union-(Lagunita-Dr)	11:53 AM	Y
1214	1601	Y2E2-(Via-Ortega) 	11:57 AM	Y
1215	1602	Medical-Center-(Roth-Way)	11:59 AM	Y
1216	1603	Palo-Alto-Transit-Center-(Caltrain-Platform) 	12:10 PM	Y
1217	1604	Palo-Alto-Transit-Center-(Caltrain-Platform) 	11:55 AM	Y
1218	1605	Galvez-St-@-El-Camino-Real 	11:58 AM	Y
1219	1606	Alumni-Center-(Galvez-St)	12:00 PM	Y
1220	1607	Schwab-Residential-Center-(Serra-St)	12:02 PM	Y
1221	1608	Wilbur-Field-Garage-(Campus-Dr)	12:05 PM	Y
1222	1609	Tresidder-Union-(Lagunita-Dr)	12:13 PM	Y
1223	1611	Y2E2-(Via-Ortega) 	12:17 PM	Y
1224	1612	Medical-Center-(Roth-Way)	12:19 PM	Y
1225	1613	Palo-Alto-Transit-Center-(Caltrain-Platform) 	12:30 PM	Y
1226	1614	Palo-Alto-Transit-Center-(Caltrain-Platform) 	12:15 PM	Y
1227	1615	Galvez-St-@-El-Camino-Real 	12:18 PM	Y
1228	1616	Alumni-Center-(Galvez-St)	12:20 PM	Y
1229	1617	Schwab-Residential-Center-(Serra-St)	12:22 PM	Y
1230	1618	Wilbur-Field-Garage-(Campus-Dr)	12:25 PM	Y
1231	1619	Tresidder-Union-(Lagunita-Dr)	12:33 PM	Y
1232	1621	Y2E2-(Via-Ortega) 	12:37 PM	Y
1233	1622	Medical-Center-(Roth-Way)	12:39 PM	Y
1234	1623	Palo-Alto-Transit-Center-(Caltrain-Platform) 	12:50 PM	Y
1235	1624	Palo-Alto-Transit-Center-(Caltrain-Platform) 	12:35 PM	Y
1236	1625	Galvez-St-@-El-Camino-Real 	12:38 PM	Y
1237	1626	Alumni-Center-(Galvez-St)	12:40 PM	Y
1238	1627	Schwab-Residential-Center-(Serra-St)	12:42 PM	Y
1239	1628	Wilbur-Field-Garage-(Campus-Dr)	12:45 PM	Y
1240	1629	Tresidder-Union-(Lagunita-Dr)	12:53 PM	Y
1241	1631	Y2E2-(Via-Ortega) 	12:57 PM	Y
1242	1632	Medical-Center-(Roth-Way)	12:59 PM	Y
1243	1633	Palo-Alto-Transit-Center-(Caltrain-Platform) 	1:10 PM	Y
1244	1634	Palo-Alto-Transit-Center-(Caltrain-Platform) 	12:55 PM	Y
1245	1635	Galvez-St-@-El-Camino-Real 	12:58 PM	Y
1246	1636	Alumni-Center-(Galvez-St)	1:00 PM	Y
1247	1637	Schwab-Residential-Center-(Serra-St)	1:02 PM	Y
1248	1638	Wilbur-Field-Garage-(Campus-Dr)	1:05 PM	Y
1249	1639	Tresidder-Union-(Lagunita-Dr)	1:13 PM	Y
1250	1641	Y2E2-(Via-Ortega) 	1:17 PM	Y
1251	1642	Medical-Center-(Roth-Way)	1:19 PM	Y
1252	1643	Palo-Alto-Transit-Center-(Caltrain-Platform) 	1:30 PM	Y
1253	1644	Li-Ka-Shing-Center-(Campus-Dr) 	General	-
1254	1645	Y2E2-(Via-Ortega) 	General	-
1255	1646	Main-Quad-(Memorial-Church)	General	-
1256	1647	California-Ave-@-Yale-St	General	-
1257	1648	1500-Page-Mill-Rd	General	-
1258	1649	3170-Porter-Dr	General	-
1259	1650	1050/1070-Arastradero-Rd	General	-
1260	1651	3165-Porter-Dr	General	-
1261	1652	Page-Mill-Rd-(Peter-Coutts-East)	General	-
1262	1653	El-Camino-Real-@-California-Ave 	General	-
1263	1654	Main-Quad-(Campus-Oval-Side) 	General	-
1264	1655	Vi-at-Palo-Alto	General	-
1265	1656	Stanford-West-Apartments-(Clark-Way)	General	-
1266	1657	Across-Street-From-Lucas-Center-(Welch-Rd) 	General	-
1267	1658	Stock-Farm-Garage	General	-
1268	1659	Campus-Dr-(Across-Street-from-Li-Ka-Shing-Center)	General	-
1269	1660	Main-Quad-(Memorial-Church) 	General	-
1270	1661	Schwab-Residential-Center-(Serra-St)	General	-
1271	1662	Olmsted-Rd-@-Hulme-Crt	General	-
1272	1663	Olmsted-Rd-@-Wellesley-St	General	-
1273	1664	Bowdoin-St-@-Pine-Hill-Rd	General	-
1274	1665	Graduate-School-of-Business-(Serra-St)	General	-
1275	1666	Lucas-Center-(Welch-Rd) 	General	-
1276	1667	Stanford-West-Apartments-(Clark-Way-Across-Street-From-Office) 	General	-
1277	1668	Palo-Alto-Transit-Center-(Caltrain-Platform-South) 	General	-
1278	1669	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	General	-
1279	1670	Stanford-Barn-(700-Welch-Rd) 	General	-
1280	1671	780-Welch-Rd	General	-
1281	1672	1000-Welch-Rd	General	-
1282	1673	Stanford-Hospital-(Pasteur-Dr) 	General	-
1283	1674	1101-Welch-Rd	General	-
1284	1675	801-Welch-Rd	General	-
1285	1676	Hoover-Pavilion-(Quarry-Rd) 	General	-
1286	1677	Palo-Alto-Transit-Center-(Caltrain-Platform-South)	General	-
1287	1678	Palo-Alto-Transit-Center-(Bus-Depot)	General	-
1288	1679	Wells-Fargo-(El-Camino-Real-@-California-Ave) 	General	-
1289	1680	Page-Mill-Rd-@-El-Camino-Real	General	-
1290	1681	Page-Mill-Rd-@-Hanover-St	General	-
1291	1682	Hillview-Ave-@-Coyote-Hill-Rd	General	-
1292	1683	3475-Deer-Creek-Rd	General	-
1293	1684	Oak-Creek-Apartments-(Across-Street-On-Sand-Hill-Rd)	General	-
1294	1685	Stanford-West-Apartments-(Clark-Way-Across-Street-From-Office)	General	-
1295	1686	Palo-Alto-Transit-Center-(Bus-Depot-Drop-Off)	General	-
1296	1687	Palo-Alto-Transit-Center-(Bus-Depot-Pick-Up)	General	-
1297	1688	Crate-&-Barrel-(Quarry-Rd)	General	-
1298	1689	Sand-Hill-Rd-@-Clark-Way	General	-
1299	1690	Oak-Creek-Apartments-(Sand-Hill-Rd)	General	-
1300	1691	Sharon-Park-Shopping-Center-(Sand-Hill-Rd)	General	-
1301	1692	Rosewood-Hotel-(In-Parking-Lot)	General	-
1302	1693	Stanford-Guest-House-(In-Parking-Lot)	General	-
1303	1694	Hoover-Pavilion-Garage-(Inside-Lot-1) 	General	-
1304	1695	780-Welch-Rd 	General	-
1305	1696	1000-Welch-Rd 	General	-
1306	1697	Palo-Alto-Transit-Center-(Caltrain-Platform) 	General	-
1307	1698	Medical-Center-(Quarry-Extension) 	General	-
1308	1699	Y2E2-(Across-Street-On-Via-Ortega) 	General	-
1309	1700	Tresidder-Union-(Lagunita-Dr)	General	-
1310	1701	Vaden-Health-Center-(Campus-Dr)	General	-
1311	1702	Visitor-Center-(Galvez-St)	General	-
1312	1703	Town-and-Country-Village-(El-Camino-Real) 	General	-
1313	1704	Galvez-St-@-El-Camino-Real 	General	-
1314	1705	Alumni-Center-(Galvez-St)	General	-
1315	1706	Wilbur-Field-Garage-(Campus-Dr)	General	-
1316	1707	Medical-Center-(Roth-Way)	General	-
1317	1708	Palo-Alto-Transit-Center-(Caltrain-Platform-South) 	9:27 AM	Medical-Center
1318	1709	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	9:30 AM	Medical-Center
1319	1710	Stanford-Barn-(700-Welch-Rd) 	9:33 AM	Medical-Center
1320	1711	780-Welch-Rd	9:34 AM	Medical-Center
1321	1712	1000-Welch-Rd	9:35 AM	Medical-Center
1322	1713	Across-Street-From-Lucas-Center-(Welch-Rd) 	9:37 AM	Medical-Center
1323	1714	Palo-Alto-Transit-Center-(Caltrain-Platform-South)	9:52 AM	Medical-Center
1324	1715	Palo-Alto-Transit-Center-(Caltrain-Platform-South) 	9:40 AM	Medical-Center
1325	1716	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	9:43 AM	Medical-Center
1326	1717	Stanford-Barn-(700-Welch-Rd) 	9:46 AM	Medical-Center
1327	1718	780-Welch-Rd	9:47 AM	Medical-Center
1328	1719	1000-Welch-Rd	9:48 AM	Medical-Center
1329	1720	Across-Street-From-Lucas-Center-(Welch-Rd) 	9:50 AM	Medical-Center
1330	1721	Palo-Alto-Transit-Center-(Caltrain-Platform-South)	10:05 AM	Medical-Center
1331	1722	Palo-Alto-Transit-Center-(Caltrain-Platform-South) 	9:54 AM	Medical-Center
1332	1723	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	9:57 AM	Medical-Center
1333	1724	Stanford-Barn-(700-Welch-Rd) 	10:00 AM	Medical-Center
1334	1725	780-Welch-Rd	10:01 AM	Medical-Center
1335	1726	1000-Welch-Rd	10:02 AM	Medical-Center
1336	1727	Across-Street-From-Lucas-Center-(Welch-Rd) 	10:04 AM	Medical-Center
1337	1728	Palo-Alto-Transit-Center-(Caltrain-Platform-South)	10:19 AM	Medical-Center
1338	1729	Palo-Alto-Transit-Center-(Caltrain-Platform-South) 	10:10 AM	Medical-Center
1339	1730	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	10:13 AM	Medical-Center
1340	1731	Stanford-Barn-(700-Welch-Rd) 	10:16 AM	Medical-Center
1341	1732	780-Welch-Rd	10:17 AM	Medical-Center
1342	1733	1000-Welch-Rd	10:18 AM	Medical-Center
1343	1734	Stanford-Hospital-(Pasteur-Dr) 	10:21 AM	Medical-Center
1344	1735	1101-Welch-Rd	10:23 AM	Medical-Center
1345	1736	801-Welch-Rd	10:24 AM	Medical-Center
1346	1737	Hoover-Pavilion-(Quarry-Rd) 	10:28 AM	Medical-Center
1347	1738	Palo-Alto-Transit-Center-(Caltrain-Platform-South)	10:35 AM	Medical-Center
1348	1739	Palo-Alto-Transit-Center-(Caltrain-Platform-South) 	10:45 AM	Medical-Center
1349	1740	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	10:48 AM	Medical-Center
1350	1741	Stanford-Barn-(700-Welch-Rd) 	10:51 AM	Medical-Center
1351	1742	780-Welch-Rd	10:52 AM	Medical-Center
1352	1743	1000-Welch-Rd	10:53 AM	Medical-Center
1353	1744	Stanford-Hospital-(Pasteur-Dr) 	10:56 AM	Medical-Center
1354	1745	1101-Welch-Rd	10:58 AM	Medical-Center
1355	1746	801-Welch-Rd	10:59 AM	Medical-Center
1356	1747	Hoover-Pavilion-(Quarry-Rd) 	11:03 AM	Medical-Center
1357	1748	Palo-Alto-Transit-Center-(Caltrain-Platform-South)	11:10 AM	Medical-Center
1358	1749	Palo-Alto-Transit-Center-(Caltrain-Platform-South) 	11:15 AM	Medical-Center
1359	1750	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	11:18 AM	Medical-Center
1360	1751	Stanford-Barn-(700-Welch-Rd) 	11:21 AM	Medical-Center
1361	1752	780-Welch-Rd	11:22 AM	Medical-Center
1362	1753	1000-Welch-Rd	11:23 AM	Medical-Center
1363	1754	Stanford-Hospital-(Pasteur-Dr) 	11:26 AM	Medical-Center
1364	1755	1101-Welch-Rd	11:28 AM	Medical-Center
1365	1756	801-Welch-Rd	11:29 AM	Medical-Center
1366	1757	Hoover-Pavilion-(Quarry-Rd) 	11:33 AM	Medical-Center
1367	1758	Palo-Alto-Transit-Center-(Caltrain-Platform-South)	11:40 AM	Medical-Center
1368	1759	Palo-Alto-Transit-Center-(Caltrain-Platform-South) 	11:50 AM	Medical-Center
1369	1760	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	11:53 AM	Medical-Center
1370	1761	Stanford-Barn-(700-Welch-Rd) 	11:56 AM	Medical-Center
1371	1762	780-Welch-Rd	11:57 AM	Medical-Center
1372	1763	1000-Welch-Rd	11:58 AM	Medical-Center
1373	1764	Stanford-Hospital-(Pasteur-Dr) 	12:01 PM	Medical-Center
1374	1765	1101-Welch-Rd	12:03 PM	Medical-Center
1375	1766	801-Welch-Rd	12:04 PM	Medical-Center
1376	1767	Hoover-Pavilion-(Quarry-Rd) 	12:08 PM	Medical-Center
1377	1768	Palo-Alto-Transit-Center-(Caltrain-Platform-South)	12:15 PM	Medical-Center
1378	1769	Li-Ka-Shing-Center	General	-
1379	1770	Y2E2	General	-
1380	1771	Main-Quad	General	-
1381	1772	California-Ave	General	-
1382	1773	1500-Page-Mill-Rd	General	-
1383	1774	3170-Porter-Dr	General	-
1384	1775	1050/1070-Arastradero-Rd	General	-
1385	1776	3165-Porter-Dr	General	-
1386	1777	Page-Mill-Rd	General	-
1387	1778	El-Camino-Real	General	-
1388	1779	Vi-at-Palo-Alto	General	-
1389	1780	Stanford-West-Apartments	General	-
1390	1781	Across-Street-From-Lucas-Center	General	-
1391	1782	Stock-Farm-Garage	General	-
1392	1783	Campus-Dr	General	-
1393	1784	Schwab-Residential-Center	General	-
1394	1785	Olmsted-Rd	General	-
1395	1786	Bowdoin-St	General	-
1396	1787	Graduate-School-of-Business	General	-
1397	1788	Lucas-Center	General	-
1398	1789	Palo-Alto-Transit-Center	General	-
1399	1790	Stanford-Shopping-Center	General	-
1400	1791	Stanford-Barn	General	-
1401	1792	780-Welch-Rd	General	-
1402	1793	1000-Welch-Rd	General	-
1403	1794	Stanford-Hospital	General	-
1404	1795	1101-Welch-Rd	General	-
1405	1796	801-Welch-Rd	General	-
1406	1797	Hoover-Pavilion	General	-
1407	1798	Wells-Fargo	General	-
1408	1799	Hillview-Ave	General	-
1409	1800	3475-Deer-Creek-Rd	General	-
1410	1801	Oak-Creek-Apartments	General	-
1411	1802	Crate-&-Barrel	General	-
1412	1803	Sand-Hill-Rd	General	-
1413	1804	Sharon-Park-Shopping-Center	General	-
1414	1805	Rosewood-Hotel	General	-
1415	1806	Stanford-Guest-House	General	-
1416	1807	Hoover-Pavilion-Garage	General	-
1417	1808	780-Welch-Rd 	General	-
1418	1809	1000-Welch-Rd 	General	-
1419	1810	Medical-Center	General	-
1420	1811	Tresidder-Union	General	-
1421	1812	Vaden-Health-Center	General	-
1422	1813	Visitor-Center	General	-
1423	1814	Town-and-Country-Village	General	-
1424	1815	Galvez-St	General	-
1425	1816	Alumni-Center	General	-
1426	1817	Wilbur-Field-Garage	General	-
